			Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV	UV	Hi	Heat	Cool	In	In	In	In	In	In Air	Temp	Hum		Leaf	Leaf	Leaf	Leaf	Wind	Wind	ISS	Arc.
	Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar	Rain	Rate	Rad.	Energy	Rad.	Index	Dose	UV	D-D	D-D	Temp	Hum	Dew	Heat	EMC	Density	2nd	2nd	ET	Wet 1	Wet 2	Temp 1	Temp 2	Samp	Tx	Recept	Int.
	--------	--------	-------	-------	------	-------	------	------	-------	------	-------	-----	-------	-------	-------	-------	--------	------	------	-------	--------	---------	------	-------	------	--------	--------	------	-------	-------	-------	------	---------	-------	-------	-------	-------	-------	--------	--------	------	------	--------	--------
	24/09/2012	5:50a	20.3	20.4	20.3	51	9.8	0.4	NNW	0.27	1.3	NNW	20.3	19.6	19.6	18.1	1013.8	0	0	0	0	0	0	0	0	0	0.014	22.8	35	6.6	21.8	6.99	1.1823	---	---	0	---	---	---	---	225	1	98.7	10
	24/09/2012	6:00a	20.4	20.4	20.2	51	9.9	0.9	NNW	0.54	1.3	NNW	20.4	19.7	19.7	18.2	1013.8	0	0	0	0	0	0	0	0	0	0.014	22.9	35	6.6	21.9	6.99	1.1821	---	---	0.05	---	---	---	---	222	1	97.4	10
	24/09/2012	6:10a	20.7	20.7	20.4	50	9.9	0.9	NNW	0.54	1.3	NNW	20.7	19.8	19.8	18.3	1013.8	0	0	0	0	0	0	0	0	0	0.016	23.2	35	6.9	22.3	6.98	1.1808	---	---	0	---	---	---	---	227	1	99.6	10
	24/09/2012	6:20a	20.8	20.8	20.6	49	9.7	0.4	NNW	0.27	1.3	NNW	20.8	19.9	19.9	18.4	1013.9	0	0	0	0	0	0	0	0	0	0.017	22.7	37	7.3	21.8	7.29	1.1824	---	---	0	---	---	---	---	226	1	99.1	10
	24/09/2012	6:30a	20.8	20.9	20.8	48	9.4	0	NNW	0	0.9	NNW	20.8	19.8	19.8	18.3	1014	0	0	0	0	0	0	0	0	0	0.017	22.5	38	7.5	21.5	7.45	1.1832	---	---	0	---	---	---	---	224	1	98.2	10
	24/09/2012	6:40a	20.3	20.8	20.3	50	9.6	0	NNW	0	0.9	NNW	20.3	19.6	19.6	18.1	1014	0	0	3	0.04	7	0	0	0	0	0.014	22.9	39	8.2	22.2	7.59	1.181	---	---	0	---	---	---	---	225	1	98.7	10
	24/09/2012	6:50a	20.1	20.3	20.1	51	9.7	0	NNW	0	0.4	NNW	20.1	19.4	19.4	18.1	1014.1	0	0	11	0.16	14	0	0	0	0	0.012	23.1	37	7.6	22.4	7.28	1.1807	---	---	0	---	---	---	---	226	1	99.1	10
	24/09/2012	7:00a	19.6	20.1	19.6	52	9.4	0	---	0	0	---	19.6	18.9	18.9	17.6	1014.1	0	0	17	0.24	21	0	0	0	0	0.008	22.6	39	7.9	21.7	7.6	1.1825	---	---	0.03	---	---	---	---	228	1	100	10
	24/09/2012	7:10a	18.8	19.6	18.8	56	9.9	0	NNW	0	0.4	NNW	18.8	18.3	18.3	17.2	1014.2	0	0	32	0.46	42	0	0	0	0	0.003	22.7	40	8.4	21.9	7.69	1.1818	---	---	0	---	---	---	---	228	1	100	10
	24/09/2012	7:20a	18.7	19.1	18.7	57	10	0	NNW	0	0.9	NNW	18.7	18.1	18.1	18.3	1014.3	0	0	55	0.79	67	0	0	0	0	0.002	23.1	39	8.4	22.5	7.58	1.1804	---	---	0	---	---	---	---	227	1	99.6	10
	24/09/2012	7:30a	19.2	19.2	18.7	55	9.9	0	SSW	0	1.3	NW	19.2	18.6	18.6	19.5	1014.5	0	0	85	1.22	100	0	0	0	0	0.006	22.8	39	8.1	22.1	7.59	1.1819	---	---	0	---	---	---	---	227	1	99.6	10
	24/09/2012	7:40a	20.1	20.1	19.2	53	10.2	0	SSW	0	0.4	SSW	20.1	19.6	19.6	21.2	1014.5	0	0	121	1.73	139	0	0	0	0	0.012	22.6	41	8.7	21.8	7.84	1.1824	---	---	0	---	---	---	---	226	1	99.1	10
	24/09/2012	7:50a	20.6	20.6	20.1	52	10.4	0	SSE	0	0.9	SSE	20.6	19.9	19.9	22.3	1014.6	0	0	159	2.28	176	0.5	0.04	0.5	0	0.016	23	41	9	22.4	7.81	1.1806	---	---	0	---	---	---	---	228	1	100	10
	24/09/2012	8:00a	21.6	21.6	20.6	48	10.1	0	---	0	0	---	21.6	20.7	20.7	23.8	1014.7	0	0	197	2.82	213	0.6	0.04	0.7	0	0.023	23.2	38	8.1	22.5	7.4	1.1809	---	---	0.08	---	---	---	---	229	1	100	10
	24/09/2012	8:10a	22.9	22.9	21.6	46	10.7	0	SSE	0	0.4	SSE	22.9	22.4	22.4	26	1014.7	0	0	232	3.33	248	0.8	0.06	0.9	0	0.032	22.8	41	8.9	22.2	7.83	1.1815	---	---	0	---	---	---	---	221	1	96.9	10
	24/09/2012	8:20a	23.6	23.6	22.9	43	10.2	0.4	SSE	0.27	1.8	SSE	23.6	23.2	23.2	27.2	1014.8	0	0	266	3.81	281	0.9	0.06	1	0	0.036	23.1	41	9.1	22.6	7.81	1.1802	---	---	0	---	---	---	---	229	1	100	10
	24/09/2012	8:30a	23.3	23.8	23.3	43	10	0.4	SE	0.27	1.3	ESE	23.3	22.9	22.9	27.2	1014.8	0	0	302	4.33	318	1.1	0.08	1.2	0	0.035	23.5	39	8.7	22.9	7.56	1.1791	---	---	0	---	---	---	---	227	1	99.6	10
	24/09/2012	8:40a	24.2	24.2	23.3	42	10.4	0.4	SE	0.27	1.8	SE	24.2	23.8	23.8	28.3	1014.9	0	0	335	4.8	350	1.3	0.09	1.3	0	0.041	23.1	41	9.1	22.6	7.81	1.1804	---	---	0	---	---	---	---	231	1	100	10
	24/09/2012	8:50a	24.2	24.5	24	41	10.1	0.9	SE	0.54	1.8	WSW	24.2	23.8	23.8	28.6	1015.1	0	0	370	5.3	387	1.5	0.11	1.6	0	0.041	23.3	41	9.3	22.8	7.79	1.1798	---	---	0	---	---	---	---	229	1	100	10
	24/09/2012	9:00a	24.9	24.9	24.2	39	10	0.9	SSE	0.54	2.2	SSE	24.9	24.4	24.4	29.4	1015	0	0	403	5.78	417	1.7	0.12	1.8	0	0.046	23.7	40	9.3	23.2	7.66	1.1782	---	---	0.23	---	---	---	---	222	1	97.4	10
	24/09/2012	9:10a	25.3	25.3	24.7	38	10	0.4	SSW	0.27	2.2	SE	25.3	24.8	24.8	29.9	1015	0	0	436	6.25	452	1.9	0.14	2	0	0.049	23.4	39	8.6	22.8	7.57	1.1799	---	---	0	---	---	---	---	221	1	96.9	10
	24/09/2012	9:20a	26.7	26.7	25.4	34	9.5	0	SSW	0	1.8	SSW	26.7	25.8	25.8	31.1	1015	0	0	468	6.71	483	2.2	0.16	2.3	0	0.058	23.4	43	10.1	23	8.09	1.1785	---	---	0	---	---	---	---	224	1	98.2	10
	24/09/2012	9:30a	27.7	27.7	26.6	32	9.5	0.4	S	0.27	2.2	SSE	27.7	26.7	26.7	32.2	1015.2	0	0	500	7.17	515	2.5	0.18	2.6	0	0.065	23.8	41	9.7	23.4	7.76	1.1775	---	---	0	---	---	---	---	224	1	98.2	10
	24/09/2012	9:40a	28.2	28.2	27.6	31	9.4	0.4	SSE	0.27	1.3	SSE	28.2	27.2	27.2	32.7	1015	0	0	530	7.6	545	2.8	0.2	2.9	0	0.068	23.7	40	9.3	23.2	7.66	1.1782	---	---	0	---	---	---	---	227	1	99.6	10
	24/09/2012	9:50a	29.1	29.1	28.2	29	9.3	0	ESE	0	0.9	ESE	29.1	28.1	28.1	33.6	1014.9	0	0	560	8.03	573	3.1	0.22	3.2	0	0.075	23.9	42	10.2	23.6	7.95	1.1761	---	---	0	---	---	---	---	225	1	98.7	10
	24/09/2012	10:00a	29.7	29.9	29.2	28	9.3	0	ESE	0	1.3	ESE	29.7	28.6	28.6	34.2	1014.9	0	0	590	8.46	605	3.4	0.24	3.5	0	0.079	24.2	40	9.7	23.7	7.64	1.1757	---	---	0.36	---	---	---	---	224	1	98.2	10
	24/09/2012	10:10a	30.9	30.9	29.7	26	9.2	0	ESE	0	1.3	ESE	30.9	29.3	29.3	35	1014.8	0	0	615	8.82	624	3.7	0.26	3.8	0	0.087	24.3	39	9.4	23.8	7.54	1.1754	---	---	0	---	---	---	---	226	1	99.1	10
	24/09/2012	10:20a	31.7	31.7	30.9	25	9.2	0.4	SE	0.27	1.8	SE	31.7	30	30	35.7	1014.7	0	0	640	9.17	652	4	0.29	4.1	0	0.093	24.1	39	9.2	23.6	7.54	1.1764	---	---	0	---	---	---	---	226	1	99.1	10
	24/09/2012	10:30a	32.1	32.1	31.6	24	9	0.9	SE	0.54	3.1	SE	32.1	30.6	30.6	36.3	1014.7	0	0	660	9.46	671	4.2	0.3	4.4	0	0.096	24.2	39	9.3	23.7	7.54	1.1758	---	---	0	---	---	---	---	217	1	95.2	10
	24/09/2012	10:40a	31.4	32.2	31.3	25	9	1.3	S	0.8	3.1	SE	31.4	29.8	29.8	35.6	1014.5	0	0	685	9.82	696	4.5	0.32	4.6	0	0.091	24.2	39	9.3	23.7	7.54	1.1756	---	---	0	---	---	---	---	218	1	95.6	10
	24/09/2012	10:50a	32.1	32.1	31.2	23	8.4	0.9	SSW	0.54	2.7	S	32.1	30.4	30.4	36.2	1014.3	0	0	703	10.08	715	4.8	0.34	4.9	0	0.096	24.3	38	9	23.7	7.34	1.1752	---	---	0	---	---	---	---	222	1	97.4	10
	24/09/2012	11:00a	33.4	33.4	32.2	22	8.8	0.9	SSE	0.54	2.7	SSE	33.4	31.8	31.8	37.6	1014.2	0	0	724	10.38	733	5	0.36	5.2	0	0.105	24.3	38	9.1	23.8	7.33	1.1748	---	---	0.51	---	---	---	---	224	1	98.2	10
	24/09/2012	11:10a	33.5	33.6	33.4	21	8.2	0.9	ESE	0.54	3.1	S	33.5	31.8	31.8	37.6	1014.1	0	0	743	10.65	758	5.3	0.38	5.4	0	0.105	24.6	37	8.9	24	7.23	1.1739	---	---	0	---	---	---	---	226	1	99.1	10
	24/09/2012	11:20a	33.7	33.7	33.2	21	8.3	0.9	NE	0.54	2.2	NE	33.7	31.9	31.9	37.8	1014	0	0	764	10.95	770	5.6	0.4	5.7	0	0.106	24.7	37	9	24.1	7.22	1.1733	---	---	0	---	---	---	---	223	1	97.8	10
	24/09/2012	11:30a	33.8	34.4	33.7	20	7.7	0.9	W	0.54	2.7	W	33.8	32	32	37.8	1013.9	0	0	775	11.11	782	5.8	0.41	5.8	0	0.108	24.7	36	8.6	24.1	7.02	1.1732	---	---	0	---	---	---	---	228	1	100	10
	24/09/2012	11:40a	34	34.1	33.7	20	7.9	1.8	WNW	1.07	5.4	WNW	34	32.2	32.2	38.1	1013.8	0	0	792	11.35	796	6	0.43	6.1	0	0.109	24.8	36	8.7	24.3	7.02	1.1727	---	---	0	---	---	---	---	221	1	96.9	10
	24/09/2012	11:50a	33.5	34	33.5	20	7.5	2.7	WNW	1.61	5.8	WNW	33.5	31.6	31.6	37.4	1013.7	0	0	800	11.47	803	6.2	0.44	6.2	0	0.105	24.9	35	8.4	24.4	6.91	1.1724	---	---	0	---	---	---	---	220	1	96.5	10
	24/09/2012	12:00p	33.8	33.8	33.5	20	7.7	2.2	WNW	1.34	5.4	WNW	33.8	32	32	37.9	1013.6	0	0	808	11.58	814	6.3	0.45	6.3	0	0.108	24.9	35	8.4	24.4	6.91	1.1723	---	---	0.63	---	---	---	---	225	1	98.7	10
